# file_num first_value mean stddev num_values filename
78 61.79 63.774 1.80021220971307 10 "stats-shuffle/results.mail.log-20070413"
79 43.87 42.102 0.858438116581504 10 "stats-shuffle/results.mail.log-20070414"
80 53.47 54.333 1.49934685780176 10 "stats-shuffle/results.mail.log-20070415"
81 85.04 85.107 1.73521209078314 10 "stats-shuffle/results.mail.log-20070416"
82 92.03 90.638 3.07799220271917 10 "stats-shuffle/results.mail.log-20070417"
83 97.28 94.326 3.70112739580793 10 "stats-shuffle/results.mail.log-20070418"
84 83.04 77.063 2.46506003983676 10 "stats-shuffle/results.mail.log-20070419"
85 68.43 66.665 1.0669512641166 10 "stats-shuffle/results.mail.log-20070420"
86 39.55 39.638 0.485444126548051 10 "stats-shuffle/results.mail.log-20070421"
87 55.36 55.782 1.8452035118111 10 "stats-shuffle/results.mail.log-20070422"
88 73.3 72.851 1.16416880219322 10 "stats-shuffle/results.mail.log-20070423"
89 68.95 67.728 1.84775972463954 10 "stats-shuffle/results.mail.log-20070424"
90 66.29 65.554 1.36419353465701 10 "stats-shuffle/results.mail.log-20070425"
91 69.07 67.657 1.42438091815356 10 "stats-shuffle/results.mail.log-20070426"
92 68.62 65.946 1.79292052249953 10 "stats-shuffle/results.mail.log-20070427"
93 35.57 35.282 0.754331492117358 10 "stats-shuffle/results.mail.log-20070428"
