# file_num first_value mean stddev num_values filename
72 44.77 44.155 0.366394596030018 10 "stats-normal/results.mail.log-20070407"
73 41.74 41.225 0.429237696387446 10 "stats-normal/results.mail.log-20070408"
74 80.61 80.302 1.0987520193383 10 "stats-normal/results.mail.log-20070409"
75 66.89 66.588 0.336178524001756 10 "stats-normal/results.mail.log-20070410"
76 69.67 67.792 0.870652628779124 10 "stats-normal/results.mail.log-20070411"
77 75.05 74.383 1.22061500891968 10 "stats-normal/results.mail.log-20070412"
78 59.19 59.037 0.910253261460786 10 "stats-normal/results.mail.log-20070413"
79 38.53 38.369 0.230714108801347 10 "stats-normal/results.mail.log-20070414"
80 49.53 49.672 0.513201714728234 10 "stats-normal/results.mail.log-20070415"
81 79.51 79.749 1.17677907867195 10 "stats-normal/results.mail.log-20070416"
82 84.85 84.003 0.832490840790453 10 "stats-normal/results.mail.log-20070417"
83 86.03 87.63 2.49519538313135 10 "stats-normal/results.mail.log-20070418"
84 72.87 71.544 0.703892037176158 10 "stats-normal/results.mail.log-20070419"
85 63.19 61.743 0.875500428326565 10 "stats-normal/results.mail.log-20070420"
86 37.05 37.054 0.519561353451159 10 "stats-normal/results.mail.log-20070421"
87 50.87 51.061 0.638896705266196 10 "stats-normal/results.mail.log-20070422"
88 67.64 66.974 0.715181095947034 10 "stats-normal/results.mail.log-20070423"
89 64.37 63.138 0.856023364167123 10 "stats-normal/results.mail.log-20070424"
90 62.57 60.533 0.822861470722746 10 "stats-normal/results.mail.log-20070425"
91 62.32 62.169 0.531929506607782 10 "stats-normal/results.mail.log-20070426"
92 60.75 60.705 0.452774778449507 10 "stats-normal/results.mail.log-20070427"
93 32.39 32.067 0.24871871662583 10 "stats-normal/results.mail.log-20070428"
